id,segment_id,label_arousal,label_valence,label_topic
86,11,0,2,4
86,12,1,0,4
86,13,1,0,0
86,14,1,0,0
86,15,1,1,4
86,16,1,0,6
86,17,1,0,4
86,18,1,1,6
86,19,1,0,0
86,20,1,1,4
86,21,1,2,4
86,22,1,2,4
86,23,0,2,2
86,24,0,2,0
86,25,0,2,2
86,26,0,1,2
86,27,1,2,2
86,28,0,2,2
86,29,0,2,4
86,30,0,1,4
87,1,1,0,6
87,2,2,0,0
87,3,2,0,0
87,4,1,1,0
87,5,1,1,0
87,6,2,1,2
87,7,1,2,3
87,8,0,0,4
87,9,0,0,4
87,10,2,1,0
87,11,2,2,4
87,12,2,2,4
87,13,2,2,0
87,14,2,2,4
87,15,0,1,0
87,16,0,0,6
88,1,2,2,6
88,2,2,2,7
88,3,0,2,2
88,4,0,2,9
88,5,0,1,3
88,6,0,2,1
88,7,1,2,8
88,8,1,1,2
88,9,1,1,4
88,10,0,0,3
88,11,1,0,5
88,12,1,1,0
88,13,1,1,0
88,14,1,2,7
88,15,1,2,4
88,16,0,1,6
88,17,1,0,2
88,18,2,0,9
88,19,2,0,9
88,20,2,0,0
88,21,2,0,2
88,22,2,0,6
88,23,2,1,1
88,24,2,2,5
88,25,1,2,1
88,26,0,1,7
88,27,0,2,6
88,28,1,2,2
88,29,0,2,6
89,1,1,0,6
89,2,1,1,0
89,3,0,0,7
89,4,0,0,0
89,5,1,0,4
89,6,2,1,6
89,7,2,2,4
89,8,2,2,4
89,9,2,0,4
89,10,2,1,0
89,11,2,1,4
89,12,2,1,4
89,13,1,1,0
89,14,1,0,6
89,15,1,0,4
89,16,1,1,0
89,17,0,1,4
89,18,0,1,4
89,19,0,1,6
89,20,0,1,6
90,1,2,1,6
90,2,2,2,0
90,3,2,0,6
90,4,0,0,7
90,5,0,0,6
90,6,0,0,2
90,7,0,0,4
90,8,0,2,1
90,9,0,0,5
90,10,0,0,0
90,11,1,1,6
90,12,0,0,7
91,1,2,1,6
91,2,2,0,6
91,3,1,1,0
91,4,0,0,2
91,5,0,2,3
91,6,0,2,9
91,7,0,2,3
91,8,0,1,0
91,9,0,2,0
91,10,1,1,6
92,1,2,2,9
92,2,2,2,7
92,3,1,2,3
92,4,1,0,2
92,5,2,0,1
92,6,2,0,8
92,7,2,0,7
92,8,2,1,3
92,9,1,1,1
92,10,1,2,9
92,11,0,2,9
92,12,0,2,7
92,13,1,1,9
92,14,0,1,4
92,15,1,2,0
92,16,2,1,4
92,17,1,2,7
92,18,1,2,0
92,19,2,2,4
92,20,2,1,9
92,21,2,0,0
92,22,2,0,3
92,23,2,2,2
92,24,2,2,0
92,25,2,2,6
92,26,2,0,9
92,27,2,0,7
92,28,2,0,2
92,29,2,0,1
92,30,2,0,1
92,31,2,0,6
92,32,2,1,1
92,33,2,2,1
92,34,2,2,7
92,35,2,2,2
92,36,2,2,1
92,37,1,2,6
92,38,1,2,7
92,39,1,2,6
93,1,2,1,6
93,2,0,1,0
93,3,0,1,6
93,4,0,1,4
93,5,0,1,2
93,6,0,1,4
93,7,0,2,0
93,8,0,1,4
93,9,1,1,6
93,10,2,2,4
93,11,2,2,0
93,12,2,1,4
93,13,1,1,6
94,1,2,0,6
94,2,1,0,7
94,3,1,0,0
94,4,2,0,2
94,5,2,0,9
94,6,1,0,2
94,7,2,0,1
94,8,2,0,4
94,9,1,0,4
94,10,1,0,3
94,11,1,0,4
94,12,0,1,0
94,13,0,1,4
94,14,0,0,0
94,15,0,0,3
94,16,0,0,4
94,17,1,0,6
94,18,2,0,4
94,19,2,1,4
94,20,2,1,0
94,21,2,1,4
94,22,2,1,4
94,23,1,1,0
94,24,1,0,4
94,25,1,1,4
94,26,1,2,6
95,1,2,0,3
95,2,2,0,3
95,3,2,0,6
95,4,2,0,9
95,5,2,0,4
95,6,2,0,6
95,7,2,0,2
95,8,2,1,6
95,9,2,2,0
95,10,2,1,4
95,11,2,1,0
95,12,2,1,4
95,13,2,2,0
95,14,2,2,6
95,15,2,0,6
95,16,1,2,4
95,17,1,2,9
95,18,1,2,3
95,19,0,2,4
95,20,0,2,4
95,21,1,2,9
95,22,0,2,4
95,23,0,0,6
96,1,1,2,6
96,2,2,2,7
96,3,2,0,6
96,4,2,0,9
96,5,2,1,3
96,6,2,1,2
96,7,1,1,3
96,8,0,1,9
96,9,0,1,3
96,10,1,2,2
96,11,1,2,3
96,12,2,2,2
96,13,2,2,7
96,14,2,2,2
96,15,2,2,8
96,16,2,2,7
96,17,0,0,3
96,18,1,2,1
96,19,0,1,4
96,20,1,0,5
96,21,0,0,4
96,22,1,0,3
96,23,1,2,4
96,24,1,2,7
96,25,1,2,4
96,26,1,2,0
96,27,1,2,4
96,28,0,0,6
96,29,0,0,9
96,30,0,0,2
96,31,0,0,9
96,32,0,0,2
96,33,0,0,1
96,34,0,0,6
96,35,0,1,5
96,36,0,1,9
96,37,0,2,3
96,38,1,2,9
96,39,0,1,6
96,40,0,0,8
96,41,0,1,2
96,42,0,2,7
96,43,0,2,6
97,1,0,1,6
97,2,0,1,4
97,3,0,0,4
97,4,1,1,0
97,5,1,2,4
97,6,0,0,9
97,7,2,1,0
97,8,0,2,9
97,9,1,0,0
97,10,0,0,4
97,11,0,1,4
97,12,0,2,2
97,13,0,2,4
98,1,2,1,6
98,2,2,2,2
98,3,2,2,6
98,4,2,2,0
98,5,2,2,6
98,6,2,2,6
98,7,1,2,2
98,8,2,2,1
98,9,2,2,8
98,10,1,1,1
98,11,2,2,8
98,12,2,1,8
98,13,2,2,4
98,14,1,1,4
98,15,2,0,0
98,16,2,0,7
98,17,2,0,0
98,18,2,0,0
98,19,0,0,6
98,20,0,2,2
98,21,0,2,0
98,22,0,2,4
98,23,0,2,0
98,24,0,2,1
98,25,0,1,4
98,26,1,2,2
98,27,1,2,3
98,28,1,0,0
98,29,2,1,6
99,1,2,0,6
99,2,2,2,2
99,3,2,2,1
99,4,2,2,3
99,5,2,2,2
99,6,1,0,8
99,7,1,1,2
99,8,1,0,3
99,9,1,0,9
99,10,0,0,6
99,11,1,1,5
99,12,2,2,4
99,13,2,2,9
99,14,2,2,5
99,15,2,2,9
99,16,2,0,6
99,17,1,0,3
99,18,1,0,1
99,19,1,0,3
99,20,2,0,0
99,21,2,0,2
99,22,2,0,5
99,23,1,0,3
99,24,1,2,4
99,25,0,1,5
99,26,0,1,0
99,27,0,1,7
99,28,0,0,4
99,29,0,0,6
99,30,2,0,0
99,31,1,1,6
100,1,2,1,6
100,2,2,1,6
100,3,2,2,0
100,4,0,0,4
100,5,2,1,0
100,6,2,1,7
100,7,1,2,6
100,8,2,1,9
100,9,1,0,6
101,1,0,2,6
101,2,1,2,6
101,3,2,2,0
101,4,1,1,4
101,5,2,1,0
101,6,1,1,4
101,7,0,0,6
101,8,0,1,7
101,9,0,0,2
101,10,1,0,4
103,1,0,0,6
103,2,0,1,0
103,3,2,1,6
103,4,2,2,4
103,5,2,2,0
103,6,2,0,4
103,7,2,0,0
103,8,2,0,4
103,9,2,0,6
103,10,2,0,4
103,11,1,1,7
103,12,2,2,6
103,13,2,2,4
103,14,1,2,7
103,15,2,1,4
103,16,2,0,0
103,17,2,2,4
103,18,1,1,2
103,19,1,2,4
103,20,2,2,7
103,21,2,0,6
103,22,2,0,4
103,23,0,2,6
104,1,0,1,6
104,2,2,2,2
104,3,2,2,7
104,4,2,2,2
104,5,2,2,3
104,6,2,2,1
104,7,2,2,2
104,8,2,1,8
104,9,2,2,1
104,10,2,2,3
104,11,2,2,1
104,12,2,1,3
104,13,1,0,1
104,14,2,2,9
104,15,1,1,3
104,16,1,2,0
104,17,1,1,4
104,18,1,1,6
104,19,1,2,3
104,20,0,0,5
104,21,0,1,9
104,22,1,1,4
104,23,2,2,9
104,24,2,2,1
104,25,2,1,0
104,26,1,0,6
104,27,2,0,9
104,28,2,0,2
104,29,2,0,3
104,30,2,0,6
104,31,2,2,1
104,32,2,2,9
104,33,1,1,7
104,34,0,2,6
105,1,2,2,2
105,2,2,2,7
105,3,2,2,2
105,4,2,2,3
105,5,2,2,2
105,6,2,2,3
105,7,2,0,1
105,8,2,0,0
105,9,2,0,8
105,10,2,0,1
105,11,2,0,3
105,12,1,0,1
105,13,2,0,9
105,14,1,0,9
105,15,1,0,3
105,16,0,0,9
105,17,1,0,2
105,18,2,2,4
105,19,2,1,5
105,20,1,0,4
105,21,0,1,3
105,22,0,1,2
105,23,0,0,0
105,24,2,0,4
105,25,2,0,6
105,26,2,0,2
105,27,2,0,0
105,28,2,0,2
105,29,2,0,9
105,30,2,0,6
105,31,2,1,9
105,32,2,2,1
105,33,2,2,1
105,34,2,2,9
105,35,1,2,1
105,36,1,2,2
105,37,1,1,7
105,38,2,1,6
105,39,1,0,4
105,40,1,1,2
105,41,0,0,6
106,1,1,1,6
106,2,2,2,9
106,3,2,2,9
106,4,2,1,9
106,5,1,0,3
106,6,0,1,1
106,7,0,0,9
106,8,0,1,3
106,9,0,1,2
106,10,0,0,1
106,11,0,0,0
106,12,0,0,8
106,13,0,0,1
106,14,0,1,4
106,15,0,1,3
106,16,0,0,5
106,17,0,1,4
106,18,0,2,0
106,19,1,2,0
106,20,1,1,4
106,21,1,1,6
106,22,1,0,9
106,23,2,0,2
106,24,2,0,0
106,25,1,0,3
106,26,1,0,7
106,27,2,0,3
106,28,2,0,9
106,29,2,0,6
106,30,2,1,1
106,31,2,1,9
106,32,2,2,1
106,33,2,2,9
106,34,2,2,4
106,35,1,2,7
106,36,1,1,6
107,1,0,0,6
107,2,2,1,2
107,3,2,1,6
107,4,2,1,2
107,5,2,1,1
107,6,2,0,8
107,7,2,2,2
107,8,2,2,7
107,9,2,2,0
107,10,2,1,2
107,11,2,1,1
107,12,2,2,3
107,13,1,0,1
107,14,1,0,3
107,15,2,0,1
107,16,1,1,9
107,17,0,2,3
107,18,0,1,4
107,19,0,1,0
107,20,0,1,5
107,21,0,0,4
107,22,0,0,6
107,23,2,0,2
107,24,2,0,7
107,25,2,0,9
107,26,2,0,0
107,27,2,0,9
107,28,2,0,6
107,29,1,1,9
107,30,2,2,6
107,31,2,2,4
107,32,2,2,4
107,33,0,0,6
107,34,0,0,3
107,35,0,0,4
107,36,0,2,1
107,37,1,2,7
107,38,0,2,6
108,1,2,1,6
108,2,2,1,7
108,3,2,1,1
108,4,1,1,8
108,5,1,2,3
108,6,1,2,9
108,7,1,2,3
108,8,1,2,1
108,9,1,1,7
108,10,1,0,2
108,11,0,1,1
108,12,1,2,9
108,13,1,1,3
108,14,1,1,1
108,15,1,0,3
108,16,1,1,9
108,17,1,1,2
108,18,2,1,9
108,19,2,1,3
108,20,1,1,6
108,21,2,0,9
108,22,2,0,1
108,23,2,0,9
108,24,2,0,6
108,25,1,1,9
108,26,2,2,4
108,27,2,2,5
108,28,2,2,9
108,29,1,2,5
108,30,1,2,3
108,31,1,2,4
108,32,1,1,5
108,33,1,2,4
108,34,1,2,0
108,35,2,2,0
108,36,1,1,6
109,1,0,1,6
109,2,1,2,2
109,3,2,2,4
109,4,2,2,9
109,5,2,2,7
109,6,1,2,6
109,7,1,1,2
109,8,0,0,8
109,9,1,1,2
109,10,1,1,8
109,11,0,1,1
109,12,1,2,3
109,13,0,2,9
109,14,0,1,1
109,15,0,0,3
109,16,0,0,9
109,17,0,0,6
109,18,2,1,9
109,19,1,2,4
109,20,1,2,0
109,21,2,2,4
109,22,2,2,5
109,23,2,0,3
109,24,1,0,4
109,25,1,1,0
109,26,1,0,4
109,27,2,0,4
109,28,2,1,0
109,29,0,1,7
109,30,0,1,6
109,31,1,1,2
109,32,1,1,4
109,33,1,2,2
109,34,1,2,6
110,1,2,2,6
110,2,2,2,2
110,3,2,2,3
110,4,2,0,8
110,5,1,1,1
110,6,2,2,2
110,7,2,2,9
110,8,0,2,3
110,9,0,2,4
110,10,1,2,5
110,11,1,2,1
110,12,1,2,4
110,13,2,2,6
110,14,2,0,2
110,15,2,0,3
110,16,2,0,8
110,17,1,0,0
110,18,0,0,4
110,19,0,1,5
110,20,0,1,3
110,21,1,2,0
110,22,1,0,6
110,23,1,0,2
110,24,0,1,7
110,25,0,1,6
111,1,0,0,6
111,2,0,0,0
111,3,1,1,4
111,4,0,1,0
111,5,1,0,7
111,6,1,0,2
111,7,1,0,1
111,8,1,0,0
111,9,0,1,4
111,10,0,0,9
111,11,0,0,3
111,12,1,1,4
111,13,1,2,0
111,14,1,1,7
111,15,1,1,6
111,16,0,0,1
111,17,0,0,9
111,18,0,1,6
112,1,2,1,6
112,2,2,1,2
112,3,2,2,7
112,4,1,1,3
112,5,2,1,2
112,6,1,0,8
112,7,1,0,2
112,8,1,1,3
112,9,0,0,7
112,10,0,0,0
112,11,0,0,9
112,12,0,1,1
112,13,1,2,9
112,14,1,1,3
112,15,1,2,1
112,16,0,0,9
112,17,0,0,6
112,18,1,0,5
112,19,1,0,6
112,20,1,0,3
112,21,2,0,1
112,22,1,0,3
112,23,1,0,6
112,24,2,1,9
112,25,2,2,4
112,26,1,2,6
112,27,0,2,1
112,28,1,2,6
112,29,1,2,0
112,30,1,2,0
112,31,2,2,0
112,32,2,1,4
112,33,2,0,3
112,34,2,1,5
112,35,2,2,3
112,36,2,1,5
112,37,1,0,4
112,38,2,0,4
112,39,1,1,4
112,40,0,1,6
113,1,2,1,6
113,2,2,1,0
113,3,2,1,1
113,4,2,1,4
113,5,2,1,6
113,6,0,1,6
113,7,2,1,1
113,8,2,0,4
113,9,1,0,0
113,10,2,0,6
113,11,0,0,4
113,12,2,2,4
113,13,0,0,0
113,14,2,0,0
113,15,2,0,0
113,16,1,0,2
113,17,1,2,3
113,18,2,2,0
113,19,2,2,4
113,20,1,2,6
113,21,2,0,7
114,1,2,0,6
114,2,2,1,0
114,3,2,2,4
114,4,2,0,0
114,5,2,0,3
114,6,2,1,7
114,7,2,1,6
114,8,2,2,6
115,1,1,0,6
115,2,2,2,0
115,3,2,2,9
115,4,2,2,3
115,5,2,2,2
115,6,2,0,7
115,7,1,1,6
116,1,2,1,6
116,2,2,2,9
116,3,2,2,0
116,4,2,2,4
116,5,2,2,1
116,6,2,0,9
116,7,2,0,3
116,8,1,0,7
116,9,0,2,6
117,1,2,1,6
117,2,1,1,0
117,3,1,1,6
117,4,1,1,0
117,5,2,2,0
117,6,2,1,0
117,7,2,2,0
117,8,2,2,6
117,9,2,1,2
117,10,2,1,9
117,11,1,1,2
117,12,1,1,9
117,13,1,0,0
117,14,1,1,9
117,15,2,1,2
117,16,0,1,7
117,17,1,0,2
117,18,0,1,1
117,19,0,1,8
117,20,0,1,1
117,21,0,1,2
117,22,0,1,8
117,23,0,1,1
117,24,0,1,9
117,25,0,0,3
117,26,1,0,2
117,27,1,0,1
117,28,2,0,2
117,29,2,0,7
117,30,2,0,3
117,31,1,0,0
117,32,2,0,6
117,33,2,1,4
117,34,1,2,9
117,35,0,2,4
117,36,1,2,0
117,37,1,2,4
117,38,1,2,0
117,39,1,2,6
117,40,2,2,4
117,41,2,2,7
117,42,0,0,6
118,1,1,2,6
118,2,2,2,4
118,3,2,2,0
118,4,1,2,2
118,5,1,1,6
118,6,0,1,2
118,7,0,2,9
118,8,0,2,2
118,9,1,2,0
118,10,1,2,2
118,11,0,2,1
118,12,0,2,2
118,13,0,2,8
118,14,0,2,0
118,15,2,2,0
118,16,2,1,8
118,17,2,1,0
118,18,2,0,8
118,19,1,0,8
118,20,2,0,6
118,21,1,0,3
118,22,1,0,9
118,23,1,0,5
118,24,1,0,1
118,25,0,0,7
118,26,0,1,6
118,27,0,2,1
118,28,0,2,0
118,29,1,2,4
118,30,1,2,9
118,31,1,2,0
118,32,0,1,4
118,33,1,1,3
118,34,1,0,4
118,35,1,2,0
118,36,2,2,0
118,37,2,1,4
118,38,1,1,6
118,39,1,1,2
118,40,0,1,6
122,1,2,1,6
122,2,2,2,7
122,3,2,2,2
122,4,2,1,1
122,5,2,1,2
122,6,2,1,8
122,7,1,2,1
122,8,1,2,3
122,9,0,2,1
122,10,0,1,9
122,11,0,2,3
122,12,1,2,4
122,13,1,2,3
122,14,1,1,4
122,15,0,0,0
122,16,0,2,4
122,17,0,2,0
122,18,0,0,5
122,19,0,0,6
122,20,1,0,2
122,21,1,0,1
122,22,1,0,3
122,23,1,0,1
122,24,1,0,9
122,25,0,0,6
122,26,1,1,1
122,27,1,2,1
122,28,1,2,9
122,29,2,2,4
122,30,1,2,6
122,31,1,1,8
122,32,1,0,0
122,33,1,2,7
122,34,0,2,6
125,1,0,1,6
125,2,1,2,2
125,3,0,0,3
125,4,0,0,1
125,5,0,0,3
125,6,1,1,9
125,7,1,2,7
125,8,0,1,2
125,9,1,1,1
125,10,0,0,4
125,11,0,1,0
125,12,0,0,5
125,13,0,0,6
125,14,0,0,3
125,15,0,0,2
125,16,0,0,1
125,17,0,0,6
125,18,0,0,8
125,19,1,2,0
125,20,2,2,2
125,21,1,2,5
125,22,0,2,6
125,23,0,1,4
125,24,0,1,1
125,25,0,2,6
155,1,2,1,6
155,2,1,0,7
155,3,0,0,0
155,4,1,1,4
155,5,2,2,4
155,6,2,2,0
155,7,2,2,4
155,8,2,2,6
155,9,1,1,1
155,10,2,1,3
155,11,2,2,5
155,12,1,2,2
155,13,1,1,9
155,14,0,2,7
155,15,0,1,2
155,16,0,0,9
155,17,0,0,2
155,18,0,0,0
155,19,0,0,9
155,20,0,0,3
155,21,0,0,1
155,22,0,1,3
155,23,0,1,1
155,24,1,1,9
155,25,0,1,1
155,26,1,2,2
155,27,1,2,9
155,28,1,2,2
155,29,0,2,8
155,30,0,2,1
155,31,0,2,1
155,32,2,2,8
155,33,0,2,5
155,34,0,2,7
155,35,0,1,9
155,36,2,2,8
155,37,2,2,5
155,38,1,2,7
155,39,1,2,5
155,40,0,2,7
155,41,0,2,5
155,42,2,2,6
157,1,1,1,6
157,2,1,1,7
157,3,2,1,2
157,4,2,1,3
157,5,2,2,9
157,6,2,2,3
157,7,0,2,2
157,8,0,0,1
157,9,0,0,6
157,10,0,0,0
157,11,1,0,4
157,12,1,0,3
157,13,0,0,0
157,14,0,0,6
157,15,0,0,4
157,16,2,1,6
159,1,2,1,6
159,2,2,2,7
159,3,0,2,0
159,4,2,0,3
159,5,2,2,0
159,6,1,2,9
159,7,0,2,4
159,8,0,1,3
159,9,0,1,4
159,10,1,0,5
159,11,1,0,1
159,12,1,0,6
159,13,0,0,9
159,14,0,0,2
159,15,0,1,9
159,16,0,0,2
159,17,0,0,9
159,18,0,2,9
159,19,0,0,3
159,20,0,0,9
159,21,0,1,1
159,22,0,0,3
159,23,0,0,1
159,24,0,1,3
159,25,0,0,1
159,26,1,1,9
159,27,1,1,1
159,28,1,1,7
159,29,0,1,1
159,30,0,2,2
159,31,1,2,7
159,32,1,1,2
159,33,1,1,9
159,34,1,2,7
159,35,1,1,1
159,36,1,2,2
159,37,0,1,1
159,38,0,1,8
159,39,2,2,8
159,40,0,0,5
159,41,1,0,6
160,1,2,1,6
160,2,2,1,7
160,3,2,1,0
160,4,1,1,4
160,5,2,1,4
160,6,2,1,0
160,7,2,1,4
160,8,1,2,6
160,9,1,2,4
160,10,1,2,1
160,11,1,2,4
160,12,1,2,3
160,13,1,2,5
160,14,2,1,1
160,15,1,0,2
160,16,0,0,9
160,17,0,1,2
160,18,0,1,9
160,19,0,1,2
160,20,0,1,0
160,21,0,1,9
160,22,0,1,3
160,23,0,1,9
160,24,0,2,1
160,25,0,1,2
160,26,0,1,1
160,27,0,1,2
160,28,0,1,1
160,29,0,2,8
160,30,0,2,1
160,31,2,0,8
160,32,1,1,1
160,33,0,1,5
160,34,1,0,6
162,1,2,0,6
162,2,2,0,7
162,3,1,0,0
162,4,1,1,4
162,5,2,1,0
162,6,2,2,0
162,7,1,1,4
162,8,1,1,7
162,9,1,1,4
162,10,1,1,3
162,11,0,1,5
162,12,0,1,6
162,13,0,0,2
162,14,0,0,9
162,15,0,1,2
162,16,0,0,9
162,17,0,0,0
162,18,1,1,9
162,19,0,1,3
162,20,0,2,1
162,21,0,2,3
162,22,0,2,7
162,23,1,2,1
162,24,0,1,9
162,25,0,1,1
162,26,1,1,8
162,27,1,1,1
162,28,0,1,2
162,29,0,1,1
162,30,0,2,8
162,31,0,1,1
162,32,0,2,8
162,33,0,2,8
162,34,0,1,5
162,35,0,1,7
162,36,0,0,5
162,37,0,2,6
162,38,0,1,6
162,39,0,1,6
163,1,2,0,6
163,2,2,0,7
163,3,1,0,0
163,4,0,0,1
163,5,1,1,4
163,6,1,0,0
163,7,1,0,4
163,8,0,0,0
163,9,0,1,4
163,10,0,1,3
163,11,0,1,7
163,12,0,1,5
163,13,0,1,1
163,14,0,1,2
163,15,0,0,9
163,16,0,0,2
163,17,0,0,9
163,18,0,0,2
163,19,0,1,0
163,20,0,0,9
163,21,0,1,3
163,22,0,1,1
163,23,1,1,3
163,24,1,1,1
163,25,1,1,9
163,26,0,0,1
163,27,0,0,2
163,28,0,0,1
163,29,0,1,8
163,30,0,1,2
163,31,0,1,8
163,32,0,1,1
163,33,2,2,8
163,34,0,1,5
163,35,0,1,6
165,1,1,0,6
165,2,2,0,3
165,3,2,0,3
165,4,2,1,2
165,5,2,1,8
165,6,1,2,4
165,7,0,2,1
165,8,0,2,8
165,9,2,2,9
165,10,2,2,2
165,11,2,2,1
165,12,2,2,2
165,13,2,2,1
165,14,2,2,9
165,15,1,2,1
165,16,0,2,9
165,17,0,2,1
165,18,0,2,2
165,19,0,1,9
165,20,0,0,9
166,1,1,0,6
166,2,0,0,3
166,3,0,0,6
166,4,2,0,3
166,5,1,0,3
166,6,1,0,2
166,7,1,1,1
166,8,1,2,8
166,9,1,2,2
166,10,1,2,1
166,11,0,1,1
166,12,1,2,9
166,13,0,1,6
166,14,2,2,4
166,15,2,2,3
166,16,2,2,4
166,17,2,2,3
166,18,2,2,4
166,19,2,1,2
166,20,2,2,3
166,21,0,1,0
166,22,1,1,3
166,23,1,1,6
168,1,2,1,6
168,2,2,1,6
168,3,2,0,1
168,4,2,0,5
168,5,1,0,6
168,6,1,1,6
168,7,0,0,0
168,8,1,0,0
168,9,0,0,8
168,10,0,1,4
168,11,0,1,3
168,12,0,2,0
168,13,0,1,7
168,14,0,2,6
168,15,0,0,0
168,16,0,2,6
168,17,0,2,7
168,18,0,2,8
168,19,0,2,6
168,20,0,2,5
168,21,0,2,6
168,22,1,2,3
169,1,1,0,3
169,2,1,0,6
169,3,2,1,2
169,4,2,2,0
169,5,2,1,1
169,6,2,0,9
169,7,1,1,9
169,8,2,1,9
169,9,1,1,9
169,10,1,1,1
169,11,2,1,2
169,12,1,1,3
169,13,2,1,3
169,14,1,2,3
169,15,1,1,1
169,16,1,1,1
169,17,1,1,8
169,18,1,1,1
169,19,1,1,2
169,20,1,1,0
169,21,0,1,1
169,22,1,2,1
169,23,1,1,2
169,24,1,1,3
169,25,1,1,1
169,26,0,1,1
169,27,0,2,1
169,28,1,1,1
169,29,0,0,3
169,30,0,0,1
169,31,0,0,9
169,32,0,1,1
169,33,1,1,9
169,34,1,1,6
171,1,2,2,6
171,2,1,2,2
171,3,0,1,6
171,4,0,1,2
171,5,2,1,6
171,6,2,2,0
171,7,1,1,7
171,8,1,1,4
171,9,0,1,4
171,10,0,1,4
171,11,0,0,4
171,12,0,0,0
171,13,0,1,1
171,14,0,0,0
171,15,1,0,1
171,16,1,1,4
171,17,0,1,3
171,18,1,1,6
171,19,1,1,4
171,20,0,1,8
171,21,0,0,7
171,22,1,0,1
171,23,0,1,6
171,24,2,2,0
171,25,0,1,4
171,26,2,2,4
171,27,1,1,7
171,28,2,0,4
171,29,0,0,3
171,30,1,0,3
171,31,2,0,3
171,32,2,0,6
171,33,2,1,3
171,34,2,2,6
173,1,1,2,8
173,2,1,1,6
173,3,2,2,6
173,4,1,1,6
173,5,0,0,8
173,6,1,0,0
173,7,0,0,4
173,8,0,0,6
175,1,0,0,8
175,2,2,1,6
175,3,2,2,2
175,4,2,1,6
175,5,2,1,9
175,6,2,1,6
175,7,2,1,9
175,8,1,0,9
175,9,2,2,2
175,10,2,2,6
175,11,2,2,3
175,12,2,2,6
175,13,1,0,3
175,14,1,1,1
175,15,0,1,9
175,16,0,0,3
175,17,0,0,5
175,18,0,1,3
175,19,0,1,0
175,20,0,2,4
175,21,0,2,3
175,22,0,2,8
175,23,1,1,4
175,24,0,0,0
175,25,1,1,6
175,26,2,2,0
175,27,1,0,4
175,28,1,1,2
175,29,1,1,6
175,30,0,1,9
175,31,1,2,0
175,32,1,2,4
175,33,0,2,6
175,34,0,2,4
175,35,0,1,6
175,36,0,2,9
175,37,0,2,0
175,38,1,2,6
175,39,0,0,0
175,40,0,0,6
175,41,0,1,6
175,42,0,0,7
175,43,0,1,6
177,1,2,0,6
177,2,1,0,6
177,3,1,1,4
177,4,0,0,6
177,5,0,0,4
177,6,0,0,0
177,7,0,0,6
177,8,1,0,4
177,9,2,0,0
177,10,1,1,4
177,11,0,1,6
177,12,0,0,4
177,13,1,2,4
177,14,2,2,4
177,15,2,2,4
177,16,2,2,0
177,17,2,2,4
177,18,1,0,6
177,19,0,0,2
177,20,0,0,6
177,21,0,2,4
177,22,1,2,3
177,23,0,2,5
177,24,0,1,6
177,25,0,0,9
177,26,0,0,1
177,27,0,0,2
177,28,0,0,0
177,29,0,0,9
177,30,0,0,6
177,31,0,0,2
177,32,1,0,7
177,33,0,0,6
177,34,0,0,6
178,1,2,1,6
178,2,1,1,2
178,3,1,1,1
178,4,0,1,2
178,5,0,1,0
178,6,0,1,8
178,7,1,1,4
178,8,0,0,6
178,9,0,1,4
178,10,0,1,0
178,11,1,0,3
178,12,0,0,4
178,13,0,0,2
178,14,0,0,3
178,15,0,0,4
178,16,1,1,0
178,17,2,1,0
178,18,1,2,4
178,19,1,2,6
178,20,0,0,0
178,21,0,0,7
178,22,1,0,9
178,23,2,0,3
178,24,2,1,4
178,25,1,1,7
178,26,2,1,3
178,27,1,2,0
178,28,1,2,4
178,29,2,1,7
178,30,1,1,6
178,31,1,1,3
178,32,1,1,0
178,33,1,1,6
178,34,2,0,6
178,35,1,0,2
178,36,1,0,6
178,37,1,0,0
178,38,0,0,6
179,1,1,1,6
179,2,1,1,6
179,3,1,1,0
179,4,2,1,6
179,5,2,1,0
179,6,1,1,2
179,7,0,1,9
179,8,0,2,2
179,9,0,2,0
179,10,0,2,1
179,11,0,2,2
179,12,0,2,1
179,13,0,2,9
179,14,0,0,3
179,15,0,0,1
179,16,0,2,1
179,17,0,2,9
179,18,0,2,8
179,19,0,2,3
179,20,0,1,1
179,21,0,2,3
179,22,0,2,1
179,23,0,1,6
179,24,2,1,6
179,25,0,1,2
179,26,1,2,0
179,27,1,2,3
179,28,1,1,0
179,29,2,2,4
179,30,2,1,1
179,31,1,1,2
179,32,1,1,4
179,33,1,1,4
179,34,1,1,0
179,35,2,2,0
179,36,2,2,3
179,37,0,2,4
179,38,0,1,0
179,39,0,2,3
179,40,1,1,0
179,41,0,1,6
179,42,0,1,3
179,43,1,2,0
179,44,2,2,3
179,45,1,2,6
179,46,1,2,3
179,47,1,2,2
179,48,1,2,4
179,49,1,2,0
179,50,0,2,6
179,51,1,2,6
179,52,1,1,7
179,53,1,1,6
180,1,2,2,6
180,2,2,2,2
180,3,1,2,2
180,4,2,0,5
180,5,1,0,3
180,6,1,1,0
180,7,1,0,1
180,8,1,1,8
180,9,0,2,1
180,10,1,2,2
180,11,1,2,1
180,12,2,2,6
180,13,2,1,5
180,14,1,0,3
180,15,1,0,2
180,16,0,0,7
180,17,0,0,3
180,18,2,1,1
180,19,1,0,3
180,20,0,0,6
180,21,0,2,0
180,22,0,2,6
180,23,0,2,2
180,24,0,1,7
180,25,0,1,6
181,1,2,1,6
181,2,2,2,0
